,Kaupunginosa ,Huoneisto,Talot. ,m2 ,Vh € ,€/m2 ,Rv ,Krs ,Hissi ,Kunto ,Tontti ,Energial. ,postcode
16,Vennivaara,"3mh, oh, k, khh...",ok,10500,203000,1933,2003,-1/1,ei,hyvä,vuokra,,96190
17,Vennivaara,"4h, k, khh, kph...",ok,11300,303650,2687,2020,-1/1,ei,hyvä,vuokra,,96190
18,Lapinrinne,"3mh, oh, k, khh...",rt,9200,230000,2500,2012,-1/1,ei,hyvä,oma,B2007,96190
19,Vennivaara,"3h,k,takkah,vh,...",ok,12500,194000,1552,1993,,ei,hyvä,oma,F2013,96190
20,Lapinrinne,"4h,k,khh,s",ok,10800,197000,1824,1982,,ei,hyvä,vuokra,B2018,96190
21,Lapinrinne,"2mh, oh, k, tak...",ok,8050,102000,1267,1980,-1/1,ei,hyvä,oma,D2018,96190
22,Vennivaara,"4mh, oh, k, khh...",ok,12000,236000,1967,2011,-1/1,ei,hyvä,vuokra,,96190
23,3. kaupunginosa,"4h, k, kph, s, ...",kt,8400,273000,3250,2017,5/5,on,hyvä,oma,C2013,96190
24,Vennivaara,"4mh, oh, k, kph...",ok,12300,252000,2049,2016,-1/1,ei,hyvä,vuokra,C2013,96190
25,3. kaupunginosa,"3mh, oh, k, wal...",kt,8700,111000,1276,1964,2/4,ei,hyvä,vuokra,F2013,96190
26,Vennivaara,"4mh, oh, k, kph...",ok,13400,285000,2127,2020,-1/1,ei,hyvä,vuokra,B2018,96190
27,Vennivaara,"3mh, oh, k, kph...",rt,9430,203000,2153,2016,-1/1,ei,hyvä,vuokra,C2013,96190
28,Vennivaara,"3mh, oh, k, khh...",ok,11300,225000,1991,2006,-1/1,ei,hyvä,vuokra,D2018,96190
29,Vennivaara,"4h, k, khh, kph...",ok,11400,264000,2316,2020,-1/1,ei,hyvä,vuokra,B2018,96190
30,Lapinrinne,"3mh, oh, k, eri...",ok,10500,158000,1505,1983,-1/1,ei,hyvä,oma,B2018,96190
31,Vennivaara,"4mh, oh, k, khh...",ok,13100,300000,2290,2015,-1/1,ei,hyvä,vuokra,B2013,96190
32,Vennivaara,"3mh, oh, k, khh...",ok,10000,200000,2000,2012,-1/1,ei,hyvä,vuokra,,96190
33,Lapinrinne,"4h,k,vh,2wc,kph...",ok,10400,157000,1510,1982,,ei,hyvä,vuokra,D2018,96190
34,Vennivaara,"5mh, oh, k, khh...",ok,14400,302000,2097,2017,-1/1,ei,hyvä,vuokra,B2013,96190
35,Vennivaara,"4mh, k, oh, khh...",ok,15250,272000,1784,2013,-1/1,ei,hyvä,vuokra,,96190
36,Vennivaara,"3mh, k, oh, eri...",ok,11300,250000,2212,2015,-1/1,ei,hyvä,vuokra,C2013,96190
37,Vennivaara,"3mh, oh, k, khh...",ok,11000,245000,2227,2018,-1/1,ei,hyvä,vuokra,C2013,96190
38,Vennivaara,"3mh, oh, k, wc,...",ok,9650,250000,2591,2017,-1/1,ei,hyvä,vuokra,C2013,96190
39,Vennivaara,"4mh,oh,avok,et,...",ok,13400,288000,2149,2015,,ei,hyvä,vuokra,C2013,96190
40,Lapinrinne,Yläkerta: ...,ok,8000,62000,775,1958,-1/2,ei,hyvä,oma,D2018,96190
41,Lapinrinne,"4h,k,khh,s",ok,10400,185000,1779,1982,,ei,hyvä,vuokra,B2018,96190
42,,Yläkerta: ...,ok,8600,125000,1453,1960,-1/2,ei,hyvä,vuokra,E2018,96190
43,,Alakerta: mh+oh...,ok,7700,110000,1429,1948,,ei,hyvä,oma,E2018,96190
44,,,,,,,,,,,,,96190
0,1,1,1,1,1,1,1,1,1,1,1,1,96200
1,,1,,,,,,,,,,,96200
2,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,96200
3,3. kaupunginosa,"1h, kk, kph",kt,3000,57000,1900,1956,2/3,ei,tyyd.,oma,D2013,96200
4,Mäkiranta,"1h, kk",rt,3600,88000,2444,1990,1/1,ei,hyvä,vuokra,C2018,96200
5,3. kaupunginosa,"1h, k, kph, eri...",kt,4020,72000,1791,1952,2/3,ei,hyvä,vuokra,F2013,96200
6,Lainaanranta,"1h,kk,kh,p",kt,3100,77500,2500,1963,4/4,on,hyvä,oma,F2013,96200
7,Keskusta,"1h, kk, kph",kt,2750,83000,3018,1963,2/4,on,hyvä,oma,E2013,96200
8,Keskusta,"1h, kk, kph + r...",kt,2800,40000,1429,1962,3/4,on,tyyd.,oma,F2013,96200
9,Keskusta,"1h, kk, kph + p...",kt,2650,81000,3057,1968,1/4,on,hyvä,oma,E2013,96200
10,Keskusta,"1h, kk, kph",kt,2200,52000,2364,1964,4/4,on,hyvä,oma,E2013,96200
11,3.kaupunginosa,"1h,kk,p",kt,2800,61000,2179,1978,2/4,ei,hyvä,oma,E2013,96200
12,Keskusta,Autohallipaikka 6,kt,1250,13900,1112,2016,-1/6,on,hyvä,oma,B,96200
13,Keskusta,"1h, k, kph",kt,4500,67500,1500,1959,3/3,on,hyvä,oma,D2007,96200
14,Keskusta,"1h, kt, alkovi, rp",kt,2700,131800,4881,2020,4/5,on,hyvä,oma,B2018,96200
15,Keskusta,"1h, kt, alkovi, rp",kt,2700,122800,4548,2020,1/5,on,hyvä,oma,B2018,96200
16,Keskusta,"1h, kt, alkovi, rp",kt,3100,134800,4348,2020,1/5,on,hyvä,oma,B2018,96200
17,Keskusta,"1h, kt, kph, al...",kt,2700,125800,4659,2020,2/5,on,hyvä,oma,B2018,96200
18,Keskusta,"1h, kt, kph, al...",kt,2700,128800,4770,2020,3/5,on,hyvä,oma,B2018,96200
19,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,96200
20,Keskusta,"2h, kk, alk, kp...",kt,5350,175000,3271,2011,2/6,on,hyvä,oma,A2007,96200
21,Keskusta,"2h, k, kph, p",kt,5300,117000,2208,1978,4/4,on,hyvä,oma,F2013,96200
22,Keskusta,"2h, k, kph + pa...",kt,5500,68000,1236,1967,4/4,on,hyvä,oma,F2013,96200
23,Keskusta,"2h, k, kph + pa...",kt,5810,96000,1652,1963,4/4,on,hyvä,oma,D2007,96200
24,Keskusta,"2h, kt, kph, s,...",kt,5200,179600,3454,2020,1/5,on,hyvä,oma,B2018,96200
25,3. kaupunginosa,"2h, k, kph, vh ...",kt,4600,82000,1783,1984,1/3,ei,hyvä,oma,E2013,96200
26,Keskusta,"2h, kk, kph, vh...",kt,5100,83500,1637,1965,1/4,on,hyvä,oma,G2013,96200
27,Pullinranta,"2h,k,s,p",kt,6000,116000,1933,1985,2/3,ei,hyvä,oma,F2013,96200
28,Keskusta,"2h, k, kph, vh,...",kt,4400,60000,1364,1961,2/4,on,hyvä,oma,F2013,96200
29,Keskusta,"2h, kt, kph, vh...",kt,4250,175800,4136,2020,4/5,on,hyvä,oma,B2018,96200
30,Keskusta,"2h, kt, kph, s,...",kt,4500,170600,3791,2020,1/5,on,hyvä,oma,B2018,96200
31,Keskusta,"2h, k, kph, las.p",kt,4700,100669,2142,1964,1/4,on,hyvä,oma,E2013,96200
32,Keskusta,"2h, k, kph, p",kt,5250,106000,2019,1959,2/4,on,hyvä,oma,D2007,96200
33,3. kaupunginosa,"2h, k, kph, vh, p",kt,5620,70000,1246,1952,1/3,ei,hyvä,vuokra,F2013,96200
34,Keskusta,"2h, kt, kph, s,...",kt,4500,174600,3880,2020,2/5,on,hyvä,oma,B2018,96200
35,Keskusta,"2h, kt, kph, s,...",kt,5200,197600,3800,2020,4/5,on,hyvä,oma,B2018,96200
36,Keskusta,"2h, kk, kph, s,...",kt,4850,186000,3835,2017,2/5,on,hyvä,oma,C2013,96200
37,3. kaupunginosa,"2h, kk, kph, vh...",kt,4600,68000,1478,1984,3/3,ei,hyvä,oma,E2013,96200
38,Keskusta,"2h, kt, kph, vh...",kt,4250,164800,3878,2020,2/5,on,hyvä,oma,B2018,96200
39,Keskusta,"2h, kt, kph, s,...",kt,4500,179600,3991,2020,3/5,on,hyvä,oma,B2018,96200
40,Keskusta,"2h, kt, kph, s,...",kt,4500,185600,4124,2020,4/5,on,hyvä,oma,B2018,96200
41,Keskusta,"2h, kt, kph, s,...",kt,5200,205600,3954,2020,5/5,on,hyvä,oma,B2018,96200
42,Keskusta,"2h, k, kph, s, ...",kt,5400,182500,3380,2001,5/7,on,hyvä,oma,E2018,96200
43,Keskusta,"2h, kt, kph, s,...",kt,5200,190600,3665,2020,3/5,on,hyvä,oma,B2018,96200
44,Keskusta,"2h, kt, kph, vh...",kt,4250,182800,4301,2020,5/5,on,hyvä,oma,B2018,96200
45,Keskusta,"2h, kk, kph, s,...",kt,4850,146500,3021,2004,3/5,on,hyvä,oma,C2013,96200
46,Keskusta,"2h,k,p",kt,5600,77000,1375,1966,1/4,on,hyvä,oma,F2013,96200
47,Keskusta,"2h, k, ruokailu...",kt,5200,15000,288,2011,2/6,on,hyvä,oma,A2007,96200
48,Keskusta,"2h, k, ruokailu...",kt,5200,153000,2942,2011,2/6,on,hyvä,oma,A2007,96200
49,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,96200
50,Keskusta,"3h,k,p",kt,7600,46479,612,1964,4/4,on,hyvä,oma,F2013,96200
51,Keskusta,"3h, k, kph, vh, p",kt,7200,82000,1139,1959,3/4,ei,hyvä,oma,C2007,96200
52,Keskusta,"3h, kt, kph, s,...",kt,6050,219000,3620,2020,1/5,on,hyvä,oma,B2018,96200
53,Lainaanranta,"3h,k,p",kt,6300,93000,1476,1970,4/4,on,hyvä,oma,E2013,96200
54,3. kaupunginosa,"3h, k, kph + pa...",kt,7900,62000,785,1967,2/3,ei,hyvä,vuokra,E2013,96200
55,Keskusta,"3h,k",kt,6000,90000,1500,1966,3/4,on,hyvä,oma,F2013,96200
56,3. kaupunginosa,"3h, k, kph + la...",kt,7300,110000,1507,1988,2/3,ei,hyvä,oma,E2013,96200
57,1,1,1,1,1,1,1,1,1,1,1,1,96200
58,,1,,,,,,,,,,,96200
0,2,2,2,2,2,2,2,2,2,2,2,2,96200
1,,2,,,,,,,,,,,96200
2,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,96200
3,Keskusta,"3h, k, kph, vh ...",kt,7400,125000,1689,1964,4/4,on,hyvä,oma,E2013,96200
4,Keskusta,"3h,k,p,s",kt,7700,126000,1636,1970,3/3,on,hyvä,oma,F2018,96200
5,Mäkiranta,"2mh, oh, k, kph...",rt,8600,130000,1512,1979,-1/2,ei,hyvä,oma,E2013,96200
6,Keskusta,"3h,k,p",kt,6800,120000,1765,1959,1/4,ei,hyvä,oma,D2013,96200
7,Keskusta,"3h, kt, kph, s,...",kt,7600,259000,3408,2020,1/5,on,hyvä,oma,B2018,96200
8,Keskusta,"3h, kt, kph, s,...",kt,7600,269000,3539,2020,2/5,on,hyvä,oma,B2018,96200
9,Lainaanranta,"3h,k,p",kt,6900,105000,1522,1967,2/4,on,hyvä,oma,F2013,96200
10,Keskusta,"3h, k, kph, vh ...",kt,7550,59350,786,1964,1/4,on,hyvä,oma,F2013,96200
11,Mäkiranta,"3h, k, kph, s, ...",rt,8750,139000,1589,1977,-1/2,ei,hyvä,oma,C2018,96200
12,Keskusta,"3h, kt, kph, s,...",kt,7200,302000,4194,2020,5/5,on,hyvä,oma,B2018,96200
13,Keskusta,"3h, k, kph",kt,6600,125000,1894,1963,4/4,on,hyvä,oma,F2013,96200
14,Keskusta,"3h, kt, kph, s,...",kt,7600,281000,3697,2020,3/5,on,hyvä,oma,B2018,96200
15,Keskusta,"3h, k, kph, s, ...",kt,8100,305000,3765,2011,6/6,on,hyvä,oma,A2007,96200
16,Keskusta,"3h, kt, kph, s,...",kt,6050,249000,4116,2020,4/5,on,hyvä,oma,B2018,96200
17,Keskusta,"3h, kt, kph, s,...",kt,7600,297000,3908,2020,4/5,on,hyvä,oma,B2018,96200
18,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,96200
19,Keskusta,"4h, k, kph, las...",kt,8650,82000,948,1970,1/4,on,hyvä,oma,E2013,96200
20,Mäkiranta,"3mh, oh, k, kph...",rt,10550,185500,1758,1977,-1/2,ei,hyvä,oma,C2018,96200
21,Pullinranta,"4h,k,s,p",kt,9400,87000,926,1980,3/3,ei,hyvä,oma,F2013,96200
22,Keskusta,"4h, kt, kph/khh...",kt,10350,408000,3942,2020,5/5,on,hyvä,oma,B2018,96200
23,Mäkiranta,"4h, k, kph, s, ...",rt,9900,190000,1919,1978,-1/2,ei,hyvä,oma,D2007,96200
24,Keskusta,"4h, kt, khh/kph...",kt,10650,422000,3962,2020,5/5,on,hyvä,oma,B2018,96200
25,,"4mh, oh, k, rt,...",ok,15500,392500,2532,1979,-1/1,ei,hyvä,oma,C2018,96200
26,2,2,2,2,2,2,2,2,2,2,2,2,96200
27,,2,,,,,,,,,,,96200
0,,,,,,,,,,,,,96300
1,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,96300
2,Viirinkangas,"Tupak, kph, s +...",kt,3150,91000,2889,2007,3/5,on,hyvä,oma,E2013,96300
3,Viirinkangas,"1h, kk, kph, p",kt,2600,100500,3865,2018,3/4,on,hyvä,oma,A2018,96300
4,Viirinkangas,"1h, kk, kph + p...",kt,2600,100500,3865,2018,1/4,on,hyvä,oma,A2018,96300
5,Ahkiomaa,"1h,kk",kt,3000,62500,2083,1975,2/5,on,hyvä,oma,D2018,96300
6,Ahkiomaa,"1h,kk,s+parveke",kt,3000,100000,3333,2012,3/4,on,hyvä,vuokra,D2013,96300
7,Viirinkangas,"1h, kk, kph",kt,2800,45000,1607,1963,2/4,ei,hyvä,oma,,96300
8,Viirinkangas,"1h, kk, kph",kt,2800,45000,1607,1963,4/4,ei,hyvä,oma,,96300
9,Viirinkangas,"1h, kk, kph",kt,2800,46000,1643,1963,3/4,ei,hyvä,oma,,96300
10,Ahkiomaa,"1h, kk, kph",kt,3000,55000,1833,1975,5/5,on,hyvä,oma,G2013,96300
11,Viirinkangas,"1h, k, kph",kt,2700,3250,120,2017,1/4,on,hyvä,vuokra,C2013,96300
12,Viirinkangas,"1h, k, kph",kt,2700,91000,3370,2017,1/4,on,hyvä,vuokra,C2013,96300
13,Ahkiomaa,"1h,kk,kph",kt,3100,78500,2532,1976,2/5,on,hyvä,oma,F2013,96300
14,Ahkiomaa,1h+kk+s,kt,3100,65200,2103,1986,3/3,ei,hyvä,oma,D2018,96300
15,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,96300
16,Rantavitikka,"2h,k,s,p",kt,5500,151000,2745,2012,4/4,on,hyvä,vuokra,C2007,96300
17,Rantavitikka,"2h,kk,p",kt,5200,70000,1346,1975,3/3,ei,hyvä,vuokra,D2007,96300
18,Viirinkangas,"2h, k, kph, s +...",rt,5400,95000,1759,1990,2/2,ei,hyvä,oma,F2013,96300
19,Viirinkangas,2h+k+s,kt,4600,138000,3000,2015,2/4,on,hyvä,oma,C2013,96300
20,Rantavitikka,"2h,k,s,p",kt,6100,81000,1328,1975,1/3,ei,hyvä,vuokra,D2007,96300
21,Rantavitikka,"2h, k, kph, s +...",kt,5450,92000,1688,1990,3/3,ei,hyvä,oma,,96300
22,Niemelänkangas,"2h,k,s",kt,5700,92000,1614,1990,2/2,ei,hyvä,vuokra,E2018,96300
23,Rantavitikka,"2h,kk,s,las.p",kt,4200,133300,3174,2014,1/4,on,hyvä,vuokra,B2018,96300
24,Ahkiomaa,"2h,kk,s,p",kt,5300,94000,1774,1988,3/3,ei,hyvä,vuokra,F2013,96300
25,Rantavitikka,"2h, kk, kph, s ...",kt,4050,130000,3210,2012,4/4,on,hyvä,vuokra,D2013,96300
26,Viirinkangas,"2h, k, kph + la...",kt,4000,105500,2638,2017,2/3,on,hyvä,oma,C2013,96300
27,Ahkiomaa,"2h,kk",kt,3900,52000,1333,1976,1/4,on,tyyd.,oma,C2018,96300
28,Viirinkangas,"2h, kk",kt,4000,65000,1625,1987,3/3,ei,hyvä,vuokra,D2013,96300
29,Viirinkangas,"2h, k, kph, s, var",rt,5900,152500,2585,2007,1/1,ei,hyvä,oma,A2007,96300
30,Viirinkangas,"2h, k, kph, s +...",kt,4000,122000,3050,2011,2/4,on,hyvä,oma,D2013,96300
31,Rantavitikka,"2mh, oh, k, kph...",rt,6800,135000,1985,1990,1/1,ei,hyvä,oma,F2013,96300
32,Rovaniemi,2+k+s,kt,5800,91000,1569,1997,3/4,on,hyvä,vuokra,D2013,96300
33,Rantavitikka,"2h,kk,kph,p",kt,4900,68000,1388,1951,2/2,ei,hyvä,vuokra,F2013,96300
34,Viirinkangas,"2h,k,s,p",kt,4600,145000,3152,2015,3/4,on,hyvä,oma,C2013,96300
35,Rantavitikka,"2h,k,s",rt,5500,104000,1891,1983,2/2,ei,hyvä,oma,C2018,96300
36,Rantavitikka,"2h,k,s,p",kt,6100,97000,1590,1975,1/3,ei,hyvä,vuokra,D2007,96300
37,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,96300
38,Rantavitikka,"3h,k,p",kt,7800,85000,1090,1978,2/4,on,hyvä,oma,F2018,96300
39,Viirinkangas,"3h, k, vh, eril...",kt,6650,129000,1940,1989,1/5,on,hyvä,oma,F2013,96300
40,Rantavitikka,"3h,k,s,p",kt,6700,167000,2493,2012,3/4,on,hyvä,vuokra,C2007,96300
41,Viirinkangas,"3h, k, khh, eri...",rt,8700,250000,2874,2000,1/1,ei,hyvä,oma,E2013,96300
42,Viirinkangas,Keskikerros: k+...,rt,9900,70000,707,1959,-1/2,ei,hyvä,oma,E2018,96300
43,Viirinkangas,Keskikerros: k+...,rt,9900,100000,1010,1959,-1/2,ei,hyvä,oma,E2018,96300
44,Viirinkangas,"3h,k,kph,s,eril...",rt,7850,153000,1949,1998,2/2,ei,hyvä,oma,G2013,96300
45,Rantavitikka,"3h, k, kph, vh ...",kt,7700,117000,1519,1980,1/4,on,hyvä,oma,,96300
46,Rovaniemi,3h+k+s,kt,7500,103500,1380,1997,3/4,on,hyvä,vuokra,D2013,96300
47,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,96300
48,Viirinkangas,"4h, k, kph, 2x ...",kt,9450,109500,1159,1974,1/3,ei,hyvä,oma,C2007,96300
49,Rantavitikka,"5h, k, kph, s, ...",rt,12000,141412,1178,1980,-1/2,ei,hyvä,oma,,96300
50,Viirinkangas,"4h,k,s",rt,8400,169000,2012,2005,1/1,ei,hyvä,oma,E2013,96300
51,Rantavitikka,"4h, k, kph, 2x ...",rt,8800,200000,2273,1990,-1/2,ei,hyvä,oma,,96300
52,,,,,,,,,,,,,96300
0,,,,,,,,,,,,,96400
1,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,Yksiö,96400
2,Ounasvaara,"1h,kk",kt,2800,57000,2036,1955,7/7,on,hyvä,vuokra,F2013,96400
3,Ounasmetsä,"1h,kk,p",kt,3200,52000,1625,1985,3/3,ei,hyvä,vuokra,F2013,96400
4,Katajaranta,"1h, alk, k, kph",kt,3600,48713,1353,1957,1/3,ei,hyvä,vuokra,F2013,96400
5,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,96400
6,Ounasmetsä,"2h, k, kph, s +...",rt,4400,96000,2182,1989,1/1,ei,hyvä,vuokra,C2018,96400
7,Katajaranta,"2h, k, kph, s +...",kt,4050,156000,3852,2017,2/2,ei,hyvä,oma,C2013,96400
8,Ounasmetsä,"2h,k,s + lä...",rt,6000,111700,1862,1990,1/1,ei,hyvä,vuokra,D2013,96400
9,Katajaranta,"2h,k,p",kt,3700,152700,4127,2020,2/3,on,hyvä,oma,B2018,96400
10,Katajaranta,"2h, k, erill.wc...",kt,8400,161500,1923,1990,2/3,ei,hyvä,oma,E2013,96400
11,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,96400
12,Paavalniemi,"2mh, oh (yl...",rt,14900,180000,1208,1991,-1/2,ei,hyvä,oma,D2018,96400
13,Ounasmetsä,"3h,k,kph,vh",rt,6500,75000,1154,1961,1/2,ei,hyvä,oma,D2013,96400
14,Katajaranta,"3h,k,s",rt,8400,140399,1671,1990,1/2,ei,hyvä,oma,F2013,96400
15,Ounasmetsä,"2mh, oh, k, khh...",rt,9100,225000,2473,2010,-1/1,ei,hyvä,vuokra,,96400
16,Katajaranta,"3h, k, kph, s, ...",rt,8050,122000,1516,1977,-1/2,ei,hyvä,vuokra,D2013,96400
17,Katajaranta,"3h,k,s,terassi",kt,6200,229800,3706,2020,1/3,on,hyvä,oma,B2018,96400
18,Katajaranta,"3h,k",kt,6500,60000,923,1957,3/3,ei,hyvä,vuokra,G2018,96400
19,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,96400
20,Ounasmetsä,"4h, k, kph, s, ...",rt,9000,142000,1578,1977,1/1,ei,hyvä,oma,E2013,96400
21,,Alakerta: 2h+k+...,ok,11000,142000,1291,1958,-1/2,ei,hyvä,oma,,96400
22,,"3mh, oh, k, rt,...",ok,9950,165000,1658,1962,-1/1,ei,hyvä,oma,E2018,96400
23,,"4h,k,khh,kph,s,...",ok,13300,350000,2632,1989,,ei,hyvä,oma,D2018,96400
24,,,,,,,,,,,,,96400
0,,,,,,,,,,,,,96440
1,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,96440
2,Ounasrinne,"2h, kk, kph, s,...",rt,4700,55000,1170,1987,1/2,ei,hyvä,vuokra,F2013,96440
3,Ounasrinne,2h+k+kph+vh+p,kt,5800,39250,677,1980,7/7,on,hyvä,oma,E2013,96440
4,Kolpeneenharju,"2h,kk",kt,4800,43000,896,1964,6/7,on,hyvä,vuokra,,96440
5,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,96440
6,Ounasrinne,"3h,k,p",kt,7800,24000,308,1978,2/3,ei,hyvä,vuokra,F2013,96440
7,Ounasrinne,"2mh, oh, tupak,...",kt,7100,50000,704,1980,4/7,on,hyvä,oma,E2013,96440
8,Ounasrinne,"3h, k, kph/wc, p",kt,7300,30000,411,1978,2/3,on,hyvä,vuokra,E2013,96440
9,Ounasrinne,"3h,k,kph,s",rt,7400,119000,1608,1990,1/2,ei,hyvä,vuokra,D2013,96440
10,,"2mh, oh, k, kph...",ok,10600,123000,1160,1976,-1/1,ei,hyvä,oma,D2018,96440
11,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,Neljä huonetta tai enemmän,96440
12,Ounasrinne,"4h, keittiö...",ok,9900,197000,1990,2007,,ei,hyvä,oma,D2018,96440
13,Ounasrinne,"oh,3mh,k,2wc/kp...",ok,14800,159000,1074,1980,,ei,hyvä,vuokra,C2018,96440
14,Ounasrinne,"4h,k,kph,s,eril...",rt,10500,124500,1186,1984,1/1,ei,hyvä,vuokra,D2013,96440
15,Ounasrinne,"4h,k,khh,s + at...",ok,11300,152000,1345,1975,,ei,hyvä,oma,E2018,96440
16,Ounasrinne,"5h,k,rt,khh,s+a...",ok,13300,261000,1962,2007,,ei,hyvä,vuokra,E2013,96440
17,Ounasrinne,"3mh, oh, k, khh...",ok,11500,226000,1965,2006,-1/1,ei,hyvä,oma,,96440
18,Ounasrinne,"4h, k, kph, s, ...",ok,10000,127000,1270,1980,-1/1,ei,hyvä,vuokra,C2018,96440
19,,"5h,k,khh,s+at/var",ok,11900,203000,1706,1989,,ei,hyvä,vuokra,E2013,96440
20,,,,,,,,,,,,,96440
0,,,,,,,,,,,,,96460
1,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,Kaksi huonetta,96460
2,Pöykkölä,"2h, k, th, khh,...",rt,8400,171000,2036,1984,-1/2,ei,hyvä,vuokra,E2018,96460
3,Pöykkölä,"2h,k,kph,s",rt,5200,148000,2846,2017,1/1,ei,hyvä,oma,C2013,96460
4,Pöykkölä,"2h, k, kph, s, ...",rt,6300,116000,1841,1991,1/1,ei,hyvä,vuokra,E2013,96460
5,Pöykkölä,"2h, k, kph, s +...",rt,5950,115500,1941,1985,1/1,ei,hyvä,oma,E2018,96460
6,Pöykkölä,"2h,k,s",rt,5400,140500,2602,2014,1/1,ei,hyvä,vuokra,C2013,96460
7,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,Kolme huonetta,96460
8,Pöykkölä,"3h,k,s",kt,6600,110000,1667,1994,1/2,ei,hyvä,vuokra,E2013,96460
9,Pöykkölä,"3h, k, kph/s, w...",rt,7400,87000,1176,1984,1/1,ei,hyvä,oma,F2013,96460
10,Pöykkölä,3h+k+wc+kph+s+vh,kt,7700,129500,1682,1993,1/2,ei,hyvä,vuokra,,96460
11,Pöykkölä,"3h,k,s",rt,7200,118000,1639,1988,1/1,ei,hyvä,vuokra,E2013,96460
